Carpet Area,Bedrooms,Bathrooms,Floors,Year Built,Location,Price (in rupees)
"4,686",1,1.1,2.5,1982,Rural,"14,175,501.6"
945,5,1.3,1.5,1931,Jaipur,"4,280,386.4"
"1,808",2,3.6,1.0,1935,Rural,"5,614,818.6"
"1,916",2,2.8,2.0,1979,Bangalore,"12,010,767.6"
"2,405",5,1.5,1.5,1915,Delhi,"16,358,721.600000001"
"3,710",2,2.6,1.5,2006,Pune,"18,953,272.0"
829,1,2.8,2.5,1928,Mumbai,"6,726,252.0"
"3,897",4,3.6,2.0,1983,Bangalore,"24,061,651.2"
"4,178",1,3.0,1.5,1992,Rural,"12,636,783.6"
"2,053",1,2.5,3.0,1933,Pune,"10,523,888.0"
"3,502",4,2.8,1.0,1982,Pune,"18,094,419.0"
"4,029",2,1.4,2.0,1990,Delhi,"26,433,816.5"
"3,065",5,1.7,1.5,2004,Bangalore,"19,086,999.599999998"
"3,083",5,2.6,2.5,1924,Bangalore,"19,177,782.0"
"2,772",3,1.6,1.5,1979,Pune,"14,244,439.0"
"3,119",1,4.0,3.0,1982,Rural,"9,579,461.4"
"2,314",4,2.6,2.5,2017,Mumbai,"18,244,971.0"
"4,418",5,1.4,3.0,1988,Rural,"13,614,259.2"
"3,713",4,3.8,1.5,1923,Pune,"19,128,545.0"
"4,387",5,3.1,1.5,1921,Delhi,"29,351,626.2"
"1,722",4,1.1,1.0,1967,Bangalore,"10,821,261.6"
"3,607",1,2.1,2.0,1906,Pune,"18,195,430.0"
"3,013",3,2.3,2.0,2001,Delhi,"20,118,931.3"
"3,051",3,2.6,2.5,1931,Jaipur,"12,507,571.200000001"
"3,938",1,1.9,2.0,2008,Rural,"11,888,638.799999999"
"2,697",2,3.2,2.0,1985,Rural,"8,259,780.6"
"4,638",2,2.6,2.5,1946,Jaipur,"18,878,306.400000002"
"1,820",4,1.1,3.0,1931,Mumbai,"14,389,294.5"
"2,866",1,1.2,3.0,1925,Jaipur,"11,596,322.4"
"4,813",1,2.0,1.5,1993,Jaipur,"19,424,412.0"
"4,290",4,3.0,3.0,1967,Mumbai,"32,983,465.5"
"3,035",4,2.9,2.5,2004,Rural,"9,426,880.799999999"
"2,875",5,1.6,1.0,1917,Rural,"8,979,274.799999999"
"2,806",3,3.7,1.0,1972,Mumbai,"21,772,266.0"
"3,113",5,2.5,2.0,1933,Delhi,"21,168,032.6"
"4,714",4,2.7,1.5,1936,Pune,"24,077,238.0"
"4,885",4,3.4,2.0,1990,Pune,"25,006,240.0"
"2,162",4,1.3,3.0,2023,Rural,"6,768,768.6"
724,5,2.6,1.0,1914,Pune,"4,164,774.0"
"3,300",3,3.1,2.0,2015,Pune,"16,885,485.0"
"1,780",4,1.6,2.0,1986,Mumbai,"13,935,933.0"
"4,840",2,1.5,1.0,1902,Rural,"14,730,804.6"
"1,021",3,3.8,1.0,1917,Delhi,"7,368,281.7"
"2,118",2,3.3,1.5,1961,Delhi,"14,267,584.5"
"4,714",2,1.1,1.5,1965,Rural,"14,295,011.4"
"4,182",3,2.2,1.5,1991,Pune,"21,351,049.0"
"2,101",2,1.6,2.0,2019,Mumbai,"16,057,117.5"
"2,806",1,1.9,3.0,1920,Jaipur,"11,366,106.4"
"4,327",5,1.9,1.0,1913,Mumbai,"33,455,568.0"
"1,715",4,4.0,2.0,1935,Rural,"5,497,401.0"
"1,442",1,3.9,2.5,1940,Rural,"4,545,343.8"
"4,431",4,1.3,1.0,1923,Pune,"22,642,756.0"
"1,653",4,1.7,2.5,1978,Mumbai,"13,147,338.0"
"2,705",1,3.3,1.0,1932,Jaipur,"10,982,930.4"
"4,249",4,2.9,3.0,1979,Mumbai,"32,729,572.5"
760,3,1.2,1.5,1986,Mumbai,"6,286,426.5"
889,5,1.1,2.5,1914,Jaipur,"4,025,490.4000000004"
"4,727",4,1.5,3.0,1942,Mumbai,"36,250,743.0"
907,5,2.3,2.0,1901,Pune,"5,199,600.0"
"2,543",2,3.6,1.5,2021,Mumbai,"19,620,192.0"
"1,066",4,2.1,3.0,1909,Bangalore,"6,897,392.399999999"
"3,870",2,1.9,3.0,2017,Rural,"11,826,290.4"
"2,479",5,1.9,3.0,1921,Bangalore,"15,559,500.0"
"2,452",1,2.9,1.0,1970,Delhi,"16,283,541.3"
"2,506",5,2.1,1.5,1901,Mumbai,"19,658,878.5"
"4,338",3,2.4,1.0,1950,Jaipur,"17,676,893.6"
"2,815",3,2.2,2.0,1964,Pune,"14,534,009.0"
600,5,2.2,1.5,1938,Rural,"2,112,841.8"
"3,944",5,1.5,2.0,1911,Jaipur,"16,191,395.200000001"
532,2,3.8,1.5,1913,Pune,"3,098,778.0"
"4,831",2,1.4,1.0,1962,Pune,"24,477,302.0"
831,4,2.8,2.5,1986,Bangalore,"5,660,476.8"
"4,016",2,1.2,1.0,1982,Bangalore,"24,301,831.2"
"4,715",1,1.5,1.5,2012,Rural,"14,214,389.4"
657,1,2.0,2.5,2022,Rural,"2,084,427.0"
"3,608",2,1.6,2.5,1905,Pune,"18,384,492.0"
"2,691",5,2.2,2.5,2001,Bangalore,"16,930,888.8"
"4,128",5,3.1,1.5,1999,Mumbai,"31,859,073.0"
"4,282",1,2.9,3.0,1953,Delhi,"28,134,897.7"
"4,321",5,2.6,2.5,2005,Mumbai,"33,461,664.0"
"3,188",3,1.9,2.5,1988,Pune,"16,390,492.0"
"1,192",5,3.5,2.5,1912,Mumbai,"9,901,411.5"
"1,551",1,3.6,3.0,1974,Pune,"7,936,254.0"
"4,383",4,1.7,2.0,1907,Pune,"22,304,067.0"
"3,422",2,3.9,1.0,1961,Mumbai,"26,188,794.0"
"2,598",2,1.5,2.0,1912,Mumbai,"19,902,511.5"
"2,656",4,1.8,1.0,1916,Mumbai,"20,522,179.5"
633,3,3.2,1.5,1990,Delhi,"4,595,472.7"
"4,250",3,3.2,3.0,1939,Delhi,"28,241,127.2"
"2,627",4,1.7,1.0,1991,Jaipur,"10,907,514.4"
"2,885",5,2.6,2.0,1940,Mumbai,"22,531,843.5"
"4,697",1,1.1,2.0,1904,Pune,"23,678,214.0"
"4,926",3,2.7,2.0,1933,Pune,"25,129,454.0"
"4,971",3,3.8,2.0,1940,Bangalore,"30,455,008.799999997"
"2,778",4,1.5,2.5,1937,Bangalore,"17,240,672.4"
"1,974",4,1.0,2.5,1996,Bangalore,"12,390,218.4"
"1,548",3,3.3,1.0,1912,Bangalore,"9,814,178.4"
915,5,3.8,2.5,2015,Jaipur,"4,263,310.4"
"4,897",2,1.8,2.5,1996,Delhi,"32,311,299.8"
"2,666",2,3.7,2.5,1912,Mumbai,"20,618,176.5"
"2,878",2,2.4,1.5,1942,Rural,"8,832,165.0"
"1,161",2,3.4,1.5,1931,Mumbai,"9,221,460.0"
"4,954",3,1.9,3.0,1916,Mumbai,"37,865,752.5"
788,3,3.8,2.5,2005,Pune,"4,339,008.0"
"3,100",2,1.2,1.0,1987,Jaipur,"12,652,223.200000001"
"2,225",2,3.6,1.0,1901,Jaipur,"9,178,011.200000001"
"1,074",5,2.0,2.5,1961,Pune,"5,872,371.0"
"1,216",5,1.0,3.0,1950,Pune,"6,667,619.0"
"3,912",5,1.9,3.0,1935,Bangalore,"24,172,034.4"
"4,522",1,3.4,2.0,1907,Mumbai,"34,360,134.0"
"2,893",5,1.3,2.0,1959,Bangalore,"17,944,549.2"
"4,580",5,3.0,2.5,1984,Delhi,"30,663,530.3"
"3,562",3,3.6,1.0,2014,Pune,"18,278,686.0"
"1,512",2,1.9,1.5,2019,Mumbai,"11,866,105.5"
"2,860",5,2.3,2.0,1934,Delhi,"19,327,678.5"
"2,633",5,1.0,2.5,1950,Jaipur,"10,942,507.200000001"
"2,446",5,1.7,3.0,1932,Delhi,"16,534,779.3"
"4,012",3,1.6,2.0,1908,Rural,"12,256,823.4"
"1,851",1,3.5,1.5,2022,Bangalore,"11,517,825.6"
"3,397",4,3.7,1.0,1970,Delhi,"22,833,063.5"
"3,575",2,2.6,1.0,1957,Jaipur,"14,494,954.4"
"4,404",3,2.7,1.0,1915,Jaipur,"17,890,731.2"
"3,755",3,1.2,2.5,1938,Bangalore,"22,959,043.2"
"2,847",3,2.7,2.5,1925,Delhi,"19,053,972.6"
"1,027",5,1.8,3.0,1998,Pune,"5,770,810.0"
"3,153",3,2.1,1.5,2016,Delhi,"20,909,297.5"
"3,474",4,2.4,1.5,1999,Bangalore,"21,526,593.599999998"
"3,196",3,2.8,1.5,1912,Pune,"16,408,980.0"
"1,781",1,2.5,3.0,1900,Mumbai,"13,606,479.0"
"3,779",2,1.4,3.0,1924,Delhi,"25,031,357.0"
"4,516",5,2.5,1.5,1972,Delhi,"30,290,598.0"
"3,794",2,1.8,2.0,1907,Rural,"11,564,641.2"
"4,436",2,3.6,2.0,2020,Rural,"13,578,819.6"
"1,544",3,1.5,1.5,1928,Jaipur,"6,550,600.0"
"3,939",3,3.0,1.5,1939,Rural,"12,106,233.0"
812,5,3.4,1.0,1939,Jaipur,"3,856,852.0"
815,5,1.2,2.0,1973,Mumbai,"6,965,512.5"
"2,950",2,2.7,2.5,2020,Delhi,"19,625,639.8"
"2,390",5,1.7,2.0,1981,Rural,"7,538,446.2"
"4,118",3,1.6,1.0,1992,Rural,"12,566,710.2"
"4,721",4,1.7,3.0,1942,Jaipur,"19,199,372.8"
"4,500",3,2.0,1.5,2016,Jaipur,"18,276,680.0"
995,2,3.5,2.0,2004,Mumbai,"7,996,921.5"
"1,480",3,1.9,2.5,1991,Delhi,"10,017,868.9"
"2,528",1,4.0,3.0,1952,Jaipur,"10,356,554.4"
"2,592",4,1.0,2.5,1985,Bangalore,"16,117,195.2"
"3,407",4,3.5,1.5,1990,Rural,"10,586,805.6"
"3,643",3,1.5,1.5,1911,Rural,"11,180,962.799999999"
"1,227",5,3.3,2.5,1969,Bangalore,"8,187,633.6"
"4,693",2,2.9,1.0,2018,Jaipur,"19,124,981.6"
"1,967",5,2.8,1.5,1905,Jaipur,"8,419,637.6"
"1,614",3,1.6,2.5,1969,Bangalore,"10,126,378.799999999"
"2,177",2,3.1,1.5,1933,Delhi,"14,680,441.1"
"2,543",4,2.5,2.0,2002,Rural,"7,900,546.199999999"
"2,664",2,3.8,1.5,2022,Rural,"8,220,296.399999999"
"4,464",1,1.6,1.5,1902,Jaipur,"18,013,956.0"
"3,614",3,3.6,1.0,1971,Rural,"11,116,028.4"
"4,666",3,3.2,1.0,1985,Pune,"23,870,718.0"
"3,343",5,1.3,2.0,1972,Jaipur,"13,853,380.8"
"3,386",1,2.6,3.0,2017,Rural,"10,276,155.0"
606,5,3.1,1.5,1906,Delhi,"4,756,208.600000001"
"2,841",1,1.2,1.0,1905,Pune,"14,348,616.0"
"4,552",4,2.1,1.0,1946,Bangalore,"27,987,819.599999998"
"1,630",2,3.3,2.5,1959,Bangalore,"10,295,324.4"
"1,609",4,2.3,2.0,1957,Pune,"8,503,076.0"
"4,081",2,1.6,1.5,1973,Rural,"12,445,684.2"
"1,750",5,1.5,3.0,1930,Pune,"9,388,366.0"
"3,141",1,3.5,1.5,1950,Bangalore,"19,062,816.0"
"3,573",2,1.2,2.5,2016,Rural,"10,902,451.2"
"2,589",4,1.4,3.0,2019,Bangalore,"16,191,350.399999999"
580,3,3.5,3.0,1910,Bangalore,"4,038,786.0"
"3,035",3,3.0,3.0,1952,Delhi,"20,278,170.900000002"
"1,415",3,1.7,1.0,1904,Bangalore,"8,923,004.4"
761,5,1.5,2.0,2006,Mumbai,"6,609,910.5"
"3,819",4,1.3,2.0,1955,Jaipur,"15,706,192.8"
"3,540",2,1.1,3.0,1989,Pune,"17,860,690.0"
"3,162",4,1.6,3.0,2000,Mumbai,"24,507,172.5"
"3,494",4,3.3,2.5,1913,Bangalore,"21,722,740.8"
"2,472",5,2.8,2.5,1933,Delhi,"17,029,314.900000002"
"2,674",2,3.2,2.5,1942,Delhi,"17,835,489.1"
"1,827",2,3.9,1.0,2017,Pune,"9,457,748.0"
"4,385",4,2.3,2.0,1907,Rural,"13,429,936.799999999"
"1,339",4,3.8,1.5,2002,Bangalore,"8,715,910.799999999"
"4,336",3,1.2,1.0,2002,Pune,"21,977,964.0"
"3,813",4,3.4,3.0,1959,Jaipur,"15,661,192.8"
"4,148",1,2.9,2.0,1933,Mumbai,"31,412,736.0"
"1,047",3,2.9,1.0,1939,Mumbai,"8,622,118.5"
"4,662",1,1.0,2.0,1979,Mumbai,"35,274,834.0"
"4,166",4,1.6,2.5,1995,Bangalore,"25,644,262.8"
"3,126",4,3.9,3.0,1994,Mumbai,"24,200,962.5"
"4,376",5,3.0,2.0,1911,Jaipur,"18,101,402.400000002"
"1,825",4,3.7,2.0,1950,Rural,"5,862,672.0"
"4,291",5,1.4,2.5,2021,Jaipur,"17,630,258.400000002"
"3,371",5,2.6,2.5,1927,Delhi,"22,665,186.7"
"1,074",2,1.8,2.5,1947,Pune,"5,568,307.0"
"1,601",5,3.9,2.0,1932,Mumbai,"13,147,932.0"
529,2,3.3,1.5,1953,Rural,"1,826,447.4"
"1,875",2,3.9,1.5,1905,Mumbai,"14,671,855.5"
"3,310",3,1.1,2.0,1966,Mumbai,"25,376,424.0"
"4,448",2,1.7,2.0,2012,Jaipur,"17,980,213.6"
"4,304",3,3.7,2.0,1915,Bangalore,"26,431,340.4"
"4,964",3,1.5,2.5,1943,Delhi,"32,704,721.400000002"
"4,231",3,3.0,1.5,1961,Pune,"21,578,205.0"
"4,897",4,3.8,1.5,2012,Jaipur,"20,083,403.2"
"4,022",5,1.0,1.0,1933,Bangalore,"24,676,776.0"
"2,854",5,2.6,1.5,2022,Bangalore,"17,781,483.599999998"
"4,250",1,2.8,1.5,2005,Bangalore,"25,878,973.2"
"3,634",1,3.3,3.0,1999,Jaipur,"14,786,155.200000001"
"1,799",4,3.3,1.5,2011,Jaipur,"7,690,437.600000001"
"3,565",2,2.7,1.5,1993,Bangalore,"21,680,128.8"
"1,386",1,3.7,1.0,1904,Mumbai,"10,962,609.0"
"2,058",1,1.8,1.5,1952,Rural,"6,254,807.399999999"
"4,307",3,2.2,2.0,2024,Delhi,"28,451,376.2"
"3,485",1,3.0,1.0,2022,Jaipur,"14,140,120.0"
"4,284",5,3.4,2.5,1932,Jaipur,"17,722,112.0"
"2,546",3,2.0,2.0,2008,Pune,"13,107,031.0"
"3,957",4,2.0,1.5,1954,Bangalore,"24,345,964.8"
"3,800",4,2.4,1.5,1921,Mumbai,"29,264,659.5"
"3,798",4,1.9,1.5,1991,Mumbai,"29,152,263.0"
"3,898",3,2.0,2.0,1918,Bangalore,"23,842,040.4"
"4,872",1,2.9,1.0,1988,Jaipur,"19,656,776.8"
"4,825",1,1.7,3.0,2009,Mumbai,"36,602,515.5"
"2,560",5,2.5,2.0,1997,Delhi,"17,569,988.8"
"2,026",3,3.9,2.5,1924,Bangalore,"12,755,433.6"
"4,194",3,3.7,3.0,1914,Delhi,"27,817,426.0"
"2,650",5,2.2,2.5,2021,Bangalore,"16,715,029.2"
"2,656",1,1.8,1.5,1934,Delhi,"17,618,205.8"
"2,923",1,4.0,3.0,1932,Rural,"9,001,416.0"
"3,294",2,1.7,1.0,1997,Mumbai,"25,275,375.0"
"4,743",2,3.5,1.0,1924,Bangalore,"28,949,826.0"
"3,542",2,3.9,3.0,1940,Pune,"18,159,104.0"
"4,591",2,4.0,3.0,2010,Jaipur,"18,727,423.2"
"3,578",1,2.3,1.5,1919,Rural,"10,916,308.799999999"
"3,734",4,2.3,2.5,1941,Rural,"11,486,379.6"
935,3,3.0,2.0,2021,Bangalore,"6,180,493.2"
"1,957",2,2.2,1.0,2019,Mumbai,"15,228,100.5"
"2,872",4,1.7,2.0,1938,Mumbai,"22,299,112.5"
"2,704",2,1.9,1.5,1910,Rural,"8,260,899.0"
611,5,1.3,2.0,1911,Pune,"3,592,748.0"
"3,534",2,1.7,1.5,1992,Rural,"10,727,230.2"
"1,596",5,1.6,1.5,1936,Jaipur,"6,842,110.4"
"1,796",3,2.4,2.5,1977,Pune,"9,375,202.0"
"1,457",2,3.9,3.0,1924,Rural,"4,585,477.2"
"4,586",5,3.0,2.0,1914,Delhi,"30,653,357.8"
593,3,1.6,2.0,1987,Rural,"2,032,861.2"
"3,266",2,3.7,3.0,1918,Delhi,"21,692,349.900000002"
"1,167",2,1.5,2.0,2009,Bangalore,"7,434,517.2"
"1,014",1,2.6,1.0,1925,Pune,"5,301,309.0"
"1,743",4,2.9,1.0,1958,Jaipur,"7,478,784.800000001"
"3,576",4,2.1,3.0,1988,Delhi,"24,025,257.1"
"4,789",3,3.4,1.5,1900,Pune,"24,364,567.0"
"2,601",5,1.4,1.0,1957,Bangalore,"16,272,753.6"
"3,523",4,2.6,1.0,1917,Bangalore,"21,829,128.0"
"1,311",5,2.0,3.0,1999,Mumbai,"10,594,672.5"
"2,020",5,1.0,1.5,1972,Delhi,"13,813,642.700000001"
"1,978",4,2.4,2.5,1936,Delhi,"13,587,044.9"
"4,363",4,2.2,2.5,2000,Mumbai,"33,423,267.0"
"2,501",5,1.5,3.0,1982,Bangalore,"15,684,943.2"
"1,531",5,2.1,3.0,1919,Bangalore,"9,993,840.0"
"2,638",2,1.5,2.5,1931,Mumbai,"20,223,097.5"
"4,941",2,2.3,3.0,1947,Rural,"14,979,066.0"
"3,569",5,2.3,3.0,1935,Jaipur,"14,795,108.0"
850,4,2.8,3.0,1921,Pune,"4,802,966.0"
"4,805",2,1.8,2.0,1932,Delhi,"31,501,000.7"
"2,805",5,1.6,1.5,2022,Jaipur,"11,655,147.200000001"
"1,764",5,3.1,1.0,1977,Pune,"9,406,704.0"
"2,057",3,3.4,3.0,1945,Mumbai,"16,197,444.0"
"1,285",3,1.2,2.0,1954,Rural,"4,050,147.5999999996"
"4,406",5,2.6,2.0,1984,Jaipur,"18,078,038.400000002"
"4,706",5,2.4,3.0,1960,Bangalore,"28,988,286.0"
"3,933",5,2.3,3.0,1906,Pune,"20,205,262.0"
"2,807",2,1.1,2.0,1904,Mumbai,"21,441,079.5"
"1,165",1,2.6,2.0,1965,Delhi,"7,947,703.4"
"1,060",2,2.9,2.5,1980,Pune,"5,597,713.0"
"4,157",5,3.5,2.5,1926,Rural,"12,917,828.4"
"4,648",2,3.3,2.5,2010,Pune,"23,580,863.0"
"2,691",1,1.6,3.0,1964,Pune,"13,704,065.0"
"2,042",1,3.8,1.5,1930,Jaipur,"8,339,156.0"
"3,350",1,1.2,2.5,1968,Pune,"16,987,193.0"
"1,217",5,2.7,1.5,1979,Bangalore,"7,955,419.199999999"
"3,639",4,1.7,1.5,1901,Rural,"11,148,468.6"
"3,420",4,3.0,3.0,1900,Jaipur,"14,139,348.8"
"1,154",4,3.4,1.5,1941,Jaipur,"5,085,823.2"
"1,631",3,3.4,2.0,1984,Rural,"5,217,895.8"
"2,275",4,1.8,3.0,1900,Rural,"7,089,544.8"
"3,722",5,2.2,1.5,1966,Rural,"11,516,600.4"
"4,311",5,2.1,1.0,1940,Pune,"22,117,955.0"
"2,249",3,1.3,2.0,1987,Jaipur,"9,223,922.4"
"3,710",5,3.4,1.5,1900,Bangalore,"23,022,044.4"
"3,227",5,2.0,3.0,1901,Mumbai,"25,176,118.5"
"3,036",3,2.3,1.5,1928,Bangalore,"18,639,961.2"
"1,581",3,3.0,2.0,2011,Rural,"4,976,947.2"
"4,683",3,2.9,1.5,1911,Bangalore,"28,567,036.8"
"3,541",5,3.5,2.5,1926,Delhi,"23,835,514.3"
"2,841",3,2.3,3.0,1934,Jaipur,"11,705,950.4"
"3,701",1,3.7,2.0,1916,Bangalore,"22,497,794.4"
"2,587",2,4.0,3.0,1991,Pune,"13,405,712.0"
"1,579",3,2.1,2.0,1988,Pune,"8,397,894.0"
"3,259",3,1.5,2.0,1944,Rural,"10,034,904.0"
790,3,1.5,3.0,1956,Pune,"4,282,002.0"
"3,923",3,2.2,1.5,1951,Pune,"20,002,721.0"
"3,666",2,2.2,2.0,1982,Jaipur,"14,937,943.200000001"
"3,999",5,3.9,2.0,1962,Delhi,"26,960,564.8"
"1,343",4,3.6,1.5,1970,Rural,"4,395,336.6"
"1,413",1,3.9,2.5,1906,Delhi,"9,484,618.0"
"4,939",5,2.7,2.0,1995,Bangalore,"30,477,942.0"
"4,490",3,1.1,3.0,1922,Pune,"22,750,881.0"
"1,476",5,2.0,2.0,1974,Delhi,"10,431,155.8"
"3,826",1,3.6,2.0,1950,Rural,"11,656,759.799999999"
"2,592",5,2.6,2.0,1954,Mumbai,"20,404,128.0"
"1,700",5,2.9,2.0,1907,Bangalore,"10,881,927.6"
"2,148",3,2.9,2.0,1953,Jaipur,"8,907,477.6"
621,2,3.9,1.5,1908,Mumbai,"5,131,812.0"
"4,870",4,2.6,3.0,1922,Pune,"24,933,290.0"
"1,459",5,3.1,2.0,1958,Bangalore,"9,615,661.2"
"4,315",2,1.3,1.0,1910,Jaipur,"17,433,861.6"
"4,907",4,2.3,2.0,1958,Delhi,"32,629,812.8"
"1,852",1,3.7,2.0,2013,Mumbai,"14,441,185.5"
"1,187",1,3.2,2.0,1934,Mumbai,"9,202,387.5"
"2,829",5,2.4,2.5,1985,Pune,"14,804,403.0"
"1,355",4,3.2,2.5,2019,Rural,"4,450,130.399999999"
"4,936",1,1.4,1.0,2018,Rural,"14,949,075.0"
521,3,3.4,1.0,1929,Delhi,"3,896,526.4"
"2,504",2,3.4,1.0,1994,Rural,"7,695,183.0"
"4,452",5,3.3,1.5,1901,Bangalore,"27,512,593.2"
"4,386",1,2.6,1.5,1982,Rural,"13,322,610.6"
"1,469",2,1.1,2.5,1986,Jaipur,"6,037,116.800000001"
"4,278",3,3.4,3.0,2016,Bangalore,"26,219,978.4"
844,5,1.2,2.5,2018,Rural,"2,913,444.6"
"2,229",5,3.9,2.5,1926,Bangalore,"14,102,658.0"
"3,831",1,2.9,3.0,1987,Pune,"19,393,847.0"
"4,795",5,1.0,3.0,1930,Pune,"24,462,684.0"
"4,107",2,1.3,3.0,1905,Mumbai,"31,240,323.0"
"3,807",4,2.9,1.5,1954,Jaipur,"15,672,628.0"
"1,039",2,4.0,3.0,1983,Delhi,"7,266,169.3"
"2,793",3,1.3,2.0,1972,Mumbai,"21,459,042.0"
"2,560",5,1.2,1.5,1966,Pune,"13,398,525.0"
"4,138",3,3.0,1.5,1960,Delhi,"27,525,186.0"
"1,988",3,2.9,1.5,1905,Delhi,"13,461,008.6"
785,5,3.6,2.5,1917,Delhi,"6,017,485.5"
"1,737",4,3.6,2.0,1962,Rural,"5,564,602.8"
612,2,2.9,2.5,1927,Jaipur,"2,771,348.0"
"4,933",3,1.9,2.5,1994,Pune,"25,128,269.0"
589,2,3.1,2.5,2006,Jaipur,"2,693,800.8000000003"
"3,306",3,1.6,2.5,1924,Delhi,"22,112,552.8"
"1,999",5,1.3,2.0,2018,Pune,"10,610,749.0"
"1,553",5,3.1,2.5,1900,Rural,"5,026,347.6"
"2,063",5,2.3,1.0,1910,Mumbai,"16,381,390.5"
856,5,3.3,3.0,1980,Rural,"2,924,833.1999999997"
"4,226",5,1.2,2.5,2022,Pune,"21,703,898.0"
970,2,4.0,2.0,2004,Delhi,"6,777,786.600000001"
"3,414",3,2.5,1.0,2020,Pune,"17,473,098.0"
"3,486",1,3.7,2.5,1987,Mumbai,"26,682,765.0"
"3,120",4,2.4,3.0,2003,Delhi,"20,973,048.2"
"3,762",1,1.7,2.0,1915,Pune,"18,946,141.0"
"1,641",3,2.0,2.5,1960,Jaipur,"6,944,617.600000001"
"4,903",2,3.7,1.5,2009,Bangalore,"29,928,316.8"
"1,538",3,3.1,3.0,1927,Delhi,"10,660,175.5"
"4,367",4,1.6,2.5,2013,Delhi,"29,003,616.2"
"4,050",3,2.1,3.0,1944,Bangalore,"24,783,333.599999998"
554,5,1.1,2.5,1982,Rural,"2,012,808.0"
"1,801",1,2.9,3.0,2020,Jaipur,"7,456,280.800000001"
"4,411",4,2.1,1.5,1990,Rural,"13,574,508.0"
"3,967",4,1.2,2.5,1911,Delhi,"26,487,436.3"
"1,994",1,3.5,2.5,1916,Bangalore,"12,272,900.4"
"4,633",2,2.3,2.5,2001,Rural,"14,120,519.4"
"4,203",1,3.2,3.0,1924,Delhi,"27,566,730.1"
682,1,2.8,2.5,1902,Pune,"3,555,890.0"
"1,736",1,2.4,2.0,1997,Bangalore,"10,681,593.6"
"4,721",2,1.3,1.0,1921,Bangalore,"28,555,724.4"
"4,735",4,2.9,2.5,1919,Mumbai,"36,306,838.5"
"1,120",3,2.7,1.0,1980,Bangalore,"7,221,918.0"
"2,044",1,4.0,1.5,1962,Delhi,"13,573,108.9"
"4,627",2,2.7,1.5,1927,Pune,"23,467,137.0"
734,3,2.6,1.0,1932,Mumbai,"6,141,190.5"
572,3,3.8,1.5,1955,Jaipur,"2,756,275.2"
"2,289",4,2.4,3.0,1972,Bangalore,"14,358,123.6"
"1,127",5,1.6,1.0,1934,Pune,"6,305,471.0"
"1,167",3,2.2,3.0,1913,Bangalore,"7,565,726.399999999"
"4,523",1,1.9,1.0,1966,Rural,"13,659,610.2"
"1,093",3,2.5,2.5,1988,Pune,"5,912,682.0"
"3,166",5,3.6,2.5,2014,Jaipur,"13,284,618.4"
"4,312",5,1.0,1.5,1972,Bangalore,"26,580,036.0"
"2,839",4,2.6,3.0,1973,Delhi,"19,159,838.1"
"3,859",2,2.7,1.0,2020,Bangalore,"23,451,462.0"
"2,760",4,1.8,1.0,1930,Delhi,"18,452,833.1"
"4,762",5,2.6,1.0,1962,Mumbai,"36,806,971.5"
"1,468",2,3.7,1.0,1925,Rural,"4,661,259.0"
"2,527",4,3.6,2.0,1984,Pune,"13,189,623.0"
678,1,1.6,1.5,1951,Bangalore,"4,377,936.0"
"2,551",3,2.6,3.0,1911,Pune,"13,135,804.0"
"4,931",1,3.2,3.0,1956,Rural,"14,902,849.2"
694,1,3.9,3.0,1900,Bangalore,"4,442,427.6"
"4,035",3,3.3,3.0,1939,Pune,"20,690,840.0"
"3,440",3,3.0,2.0,1926,Delhi,"23,055,905.6"
"3,317",5,1.7,2.5,2024,Delhi,"22,238,114.6"
"4,128",3,2.5,2.0,1992,Pune,"21,084,235.0"
"1,731",1,2.2,2.0,1988,Bangalore,"10,722,778.799999999"
"4,198",3,2.2,1.0,1925,Delhi,"27,737,604.7"
"2,459",5,1.8,3.0,1960,Rural,"7,744,369.8"
"2,026",2,2.0,1.5,1937,Rural,"6,310,653.0"
"2,677",4,3.2,2.0,1903,Rural,"8,379,393.6"
"3,572",1,2.2,2.5,1908,Pune,"18,066,425.0"
"4,019",3,1.2,3.0,1958,Pune,"20,412,711.0"
"2,195",2,1.1,1.5,1995,Pune,"11,227,755.0"
"4,619",4,1.6,3.0,2001,Bangalore,"28,314,282.0"
876,4,1.7,2.0,1985,Mumbai,"7,303,105.5"
"1,278",4,3.8,2.0,1976,Mumbai,"10,422,735.0"
"3,843",1,2.7,1.5,1905,Bangalore,"23,295,111.599999998"
"4,095",4,3.4,2.0,1994,Jaipur,"16,788,976.0"
"2,999",1,1.3,2.0,1957,Pune,"15,139,136.0"
"1,086",1,1.4,1.0,2004,Rural,"3,339,771.0"
"1,554",5,1.2,3.0,1966,Bangalore,"10,019,462.4"
"3,499",4,2.9,1.0,1986,Bangalore,"21,708,380.4"
"1,109",3,2.7,2.5,1945,Jaipur,"4,789,388.8"
"2,676",2,2.2,2.5,1962,Mumbai,"20,619,366.0"
"3,000",1,1.2,2.0,1956,Rural,"9,048,064.799999999"
"1,306",1,2.3,2.5,1949,Rural,"4,037,773.8"
"2,983",5,2.2,1.0,2019,Delhi,"20,197,752.900000002"
"3,199",1,1.3,1.5,2012,Jaipur,"12,885,000.8"
"1,851",1,2.1,2.0,2011,Mumbai,"14,231,911.5"
